	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Phel_contig_25825	15.71554601	6.357762827	1.19789777	5.307433561	1.11E-07	4.44E-06
Phel_contig_25852	24.17304479	-3.309138688	0.880146898	-3.75975726	0.000170078	0.002337711
Phel_contig_2586	195.4745066	7.455785894	0.673867147	11.06417775	1.87E-28	2.13E-25
Phel_contig_2588	1136.375479	-2.035651685	0.697597438	-2.918089394	0.003521834	0.024949594
Phel_contig_2589	207.4915827	1.094148681	0.383898253	2.850100706	0.004370539	0.02955246
Phel_contig_2593	424.0899978	3.970856492	0.705767765	5.62629336	1.84E-08	9.27E-07
Phel_contig_25935	30.6183549	3.576429903	1.118928689	3.196298333	0.001392031	0.012301682
Phel_contig_2594	537.8326157	-2.356832838	0.415192301	-5.676484919	1.37E-08	7.09E-07
Phel_contig_2595	4313.924874	-2.618945659	0.409708178	-6.392222074	1.63E-10	1.35E-08
Phel_contig_2596	365.1658082	2.000412647	0.716711602	2.791098457	0.005252949	0.034028348
Phel_contig_2597	1508.99174	1.206545227	0.404048179	2.986141973	0.002825214	0.021064323
Phel_contig_2598	1503.435933	4.578357859	0.416538896	10.99142937	4.20E-28	4.32E-25
Phel_contig_25982	17.36241339	-2.289927915	0.84949347	-2.69563922	0.007025371	0.042437014
Phel_contig_25989	7.178490629	-3.341305917	1.169109757	-2.857991644	0.004263316	0.02905914
Phel_contig_25999	31.86448407	4.419525194	1.103993976	4.003214954	6.25E-05	0.001020534
Phel_contig_26	1399.082158	2.361777992	0.537594157	4.393235976	1.12E-05	0.000243489
Phel_contig_260	1295.865484	2.222693138	0.522508169	4.253891653	2.10E-05	0.00041342
Phel_contig_2601	616.0972858	3.441933141	0.621072689	5.541916753	2.99E-08	1.42E-06
Phel_contig_2602	64.21781534	1.745527614	0.658087229	2.652425907	0.007991567	0.046807747
Phel_contig_26031	54.69787072	-3.666344064	0.679668937	-5.394308707	6.88E-08	2.95E-06
Phel_contig_2604	1062.556323	1.795675746	0.469486304	3.82476705	0.000130896	0.00188551
Phel_contig_2605	7.825869728	4.657590942	1.320131673	3.528126048	0.000418513	0.00482283
Phel_contig_2609	35.29021904	2.37913066	0.855193634	2.781978918	0.005402855	0.034795674
Phel_contig_261	609.6697162	1.692768766	0.593316766	2.853060731	0.004330035	0.029384126
Phel_contig_2610	757.4202862	-1.677982763	0.353597168	-4.745464373	2.08E-06	5.85E-05
Phel_contig_26106	39.31041007	-1.950594539	0.735949806	-2.650445077	0.00803858	0.047005685
Phel_contig_2617	491.2569916	2.695010934	0.647907966	4.159558267	3.19E-05	0.000586356
Phel_contig_2619	481.2392353	2.046866552	0.412300048	4.96450719	6.89E-07	2.22E-05
Phel_contig_26194	7.963752381	-3.497325793	1.140400697	-3.066751716	0.002163985	0.017259959
Phel_contig_262	2750.742906	1.351354445	0.415353429	3.253504969	0.001139907	0.010515629
Phel_contig_2620	39.16716054	1.653134928	0.53084424	3.114161939	0.001844682	0.01531235
Phel_contig_26243	20.08200016	-3.257939871	0.845791	-3.85194436	0.000117184	0.001717766
Phel_contig_2627	294.3738405	2.099987437	0.74061162	2.835477299	0.004575727	0.0305808
Phel_contig_26278	43.66544141	-2.825403623	0.719552611	-3.926611592	8.62E-05	0.001335542
Phel_contig_2628	21.28277928	-5.654085709	1.157388587	-4.885209489	1.03E-06	3.18E-05
Phel_contig_26282	10.05899286	-2.837506463	1.045067471	-2.715141884	0.006624738	0.040538294
Phel_contig_26292	111.8431509	-3.217215546	0.854390921	-3.765507648	0.000166211	0.002299182
Phel_contig_263	252.6010105	1.382951093	0.374720611	3.690619224	0.000223709	0.002924184
Phel_contig_2632	456.6277552	1.601829512	0.596503164	2.685366329	0.007245035	0.043339831
Phel_contig_2633	234.3014591	4.324780451	0.598784085	7.222604204	5.10E-13	6.52E-11
Phel_contig_2634	1748.366925	6.685574731	0.64569809	10.35402587	4.01E-25	3.21E-22
Phel_contig_26372	29.69211526	-4.58916796	1.177944408	-3.895912176	9.78E-05	0.001481296
Phel_contig_26382	6.857474466	4.753580433	1.310698599	3.626753271	0.000287007	0.003572216
Phel_contig_264	2398.150839	1.154468077	0.39007908	2.959574449	0.003080643	0.022533326
Phel_contig_26403	11.29336884	-2.923177057	0.974119131	-3.00084144	0.002692347	0.020304903
Phel_contig_2643	32.66794837	3.233249004	1.01264608	3.192871694	0.001408655	0.012397887
Phel_contig_2644	376.1103762	1.407297069	0.490964315	2.8663938	0.004151774	0.028451439
Phel_contig_2646	153.6604448	1.495939251	0.438151904	3.414202331	0.000639691	0.006725933
Phel_contig_26466	22.7016102	-3.87086124	0.900867359	-4.296815954	1.73E-05	0.000351203
Phel_contig_26488	4.560329543	-3.71592326	1.305473198	-2.846418651	0.004421402	0.029789899
Phel_contig_2650	210.1727391	1.008122539	0.383991129	2.625379761	0.008655237	0.049711247
Phel_contig_26503	4.67530604	-3.539112753	1.332145301	-2.656701751	0.007890922	0.046359126
Phel_contig_26512	11.74315682	-3.344141926	1.102952283	-3.031991482	0.002429461	0.018834614
Phel_contig_26527	11.44468059	-2.860335142	0.988065825	-2.894883184	0.003792997	0.026522743
Phel_contig_2655	220.359309	4.40933751	0.740853927	5.951696208	2.65E-09	1.63E-07
Phel_contig_2657	1192.353921	1.432616081	0.444290633	3.224502103	0.001261919	0.011356223
Phel_contig_2658	1286.011337	2.860811413	0.354460635	8.070886096	6.98E-16	1.40E-13
Phel_contig_2659	124.5205037	1.72838768	0.522257612	3.309454265	0.00093478	0.009020902
Phel_contig_266	516.2374901	4.038266016	0.734993139	5.494290768	3.92E-08	1.80E-06
Phel_contig_26602	6.420524641	-3.243591691	1.156799377	-2.803936237	0.005048289	0.032974116
Phel_contig_2661	2887.396807	-1.422965271	0.421053473	-3.379535764	0.000726084	0.00739711
Phel_contig_2670	692.4822001	3.995582543	0.753506028	5.302655046	1.14E-07	4.53E-06
Phel_contig_26722	6.019179211	-4.062511279	1.276781351	-3.18183789	0.001463437	0.012785243
Phel_contig_26724	7.600788726	-3.378414157	1.120764262	-3.014384267	0.002575014	0.019674093
Phel_contig_2675	68.49508125	-1.528119419	0.498376301	-3.066195997	0.002168011	0.017272944
Phel_contig_2677	1300.575654	1.916334409	0.573304626	3.342611105	0.000829941	0.008225936
Phel_contig_268	100.0087314	3.655931495	0.82131608	4.451308799	8.53E-06	0.000193507
Phel_contig_2682	31.84937891	1.741709551	0.649194211	2.682879055	0.007299138	0.043566983
Phel_contig_26827	29.8071035	-2.18580471	0.736682121	-2.967093468	0.003006296	0.022116795
Phel_contig_2683	142.6736488	2.473988092	0.53074197	4.661376397	3.14E-06	8.28E-05
Phel_contig_269	45893.59494	-2.866129453	0.471087732	-6.084067277	1.17E-09	7.89E-08
Phel_contig_2691	11.01724898	6.183121101	1.192042771	5.186996013	2.14E-07	7.80E-06
Phel_contig_26929	9.223746425	-4.600335411	1.235914702	-3.722211091	0.000197486	0.00261463
Phel_contig_2696	31.8830521	1.920067669	0.691687374	2.775918341	0.005504603	0.035314122
Phel_contig_2698	1453.647487	3.368671482	0.464095425	7.258575073	3.91E-13	5.25E-11
Phel_contig_2703	122.3119489	2.133738702	0.420933419	5.069064622	4.00E-07	1.38E-05
Phel_contig_2706	107.5981444	1.191168811	0.453879796	2.624414705	0.008679803	0.049820617
Phel_contig_2712	53.71576335	2.224998845	0.713098486	3.1201845	0.001807378	0.015063085
Phel_contig_2714	322.4601419	2.665938694	0.513858839	5.188075973	2.12E-07	7.77E-06
Phel_contig_2715	102.0205843	1.46224515	0.500791885	2.919865906	0.00350182	0.024832239
Phel_contig_27159	75.16809472	-2.702869282	0.935181704	-2.890207614	0.003849875	0.026785319
Phel_contig_2719	62.13590872	1.892827377	0.538108583	3.517556563	0.00043554	0.004980764
Phel_contig_27194	6.048506176	-4.10464906	1.271321757	-3.228646908	0.001243774	0.011225654
Phel_contig_2720	173.4235351	-1.956749207	0.492534022	-3.97282039	7.10E-05	0.001132599
Phel_contig_2721	1884.359379	1.793068112	0.404880088	4.428639903	9.48E-06	0.000211671
Phel_contig_27214	22.00125425	-2.829217228	1.00255102	-2.822018204	0.004772247	0.031534183
Phel_contig_27218	8.937749655	4.44263539	1.243123571	3.573768123	0.000351881	0.004189027
Phel_contig_2722	520.8708651	-1.647239926	0.463426048	-3.554482817	0.000378723	0.004440052
Phel_contig_27268	37.7893871	-3.643433887	0.780329463	-4.669096915	3.03E-06	8.04E-05
Phel_contig_2727	333.2102256	2.305147209	0.568929968	4.051724008	5.08E-05	0.000860564
Phel_contig_2728	248.1948941	2.993672417	0.462401642	6.474182067	9.53E-11	8.31E-09
Phel_contig_27280	44.2359388	-4.351560278	0.882183938	-4.93271311	8.11E-07	2.57E-05
Phel_contig_273	15586.39105	1.316367705	0.474794594	2.772499351	0.005562763	0.035602672
Phel_contig_27301	17.75771119	-2.543401695	0.814621269	-3.12218916	0.001795116	0.014999434
Phel_contig_27302	7.050658415	-3.279756548	1.140180129	-2.876524915	0.004020805	0.027765268
Phel_contig_27304	30.00645876	-2.063450079	0.770418759	-2.678348697	0.007398615	0.044014833
Phel_contig_27343	9.859280075	-3.084480716	1.093395966	-2.821009782	0.004787274	0.03162294
Phel_contig_2737	74.64209547	1.328519161	0.484236956	2.743531128	0.006078229	0.037913477
Phel_contig_2739	316.247806	5.690772124	0.665656755	8.549108959	1.24E-17	3.37E-15
Phel_contig_27396	5.184457686	-3.591196939	1.332502761	-2.695076546	0.007037246	0.042496864
Phel_contig_274	2747.673126	1.437668824	0.484728302	2.965927135	0.00301772	0.022178187
Phel_contig_2742	134.8371972	1.623412123	0.503837247	3.222096287	0.001272564	0.011423466
Phel_contig_2743	131.6348989	1.235549982	0.409614867	3.016369964	0.002558209	0.019566452
Phel_contig_2744	17.40082682	-2.921942036	0.935044903	-3.124921623	0.001778524	0.014903085
Phel_contig_2746	42.04883973	-4.467534661	0.828320857	-5.393483239	6.91E-08	2.96E-06
Phel_contig_27465	25.12109773	-3.343146125	0.772072666	-4.330092586	1.49E-05	0.000309064
Phel_contig_2747	139.5174731	1.585863388	0.466544339	3.399169715	0.000675908	0.007016736
Phel_contig_27517	10.24061816	-3.830175753	1.11724823	-3.428222708	0.000607547	0.006466633
Phel_contig_27525	7.962813171	-3.449435831	1.123989206	-3.068922559	0.002148323	0.017160373
Phel_contig_27552	8.940328557	-2.998548093	1.089013322	-2.753454004	0.005897006	0.037212792
Phel_contig_2756	892.968639	2.641079008	0.549474444	4.806554763	1.54E-06	4.49E-05
Phel_contig_27580	8.538799683	-3.042004844	1.010183844	-3.01133785	0.002600993	0.019802555
Phel_contig_276	16419.00037	2.921434335	0.680374017	4.29386523	1.76E-05	0.000354907
Phel_contig_2763	1113.573807	-1.403260571	0.433600277	-3.23629999	0.001210901	0.011017989
Phel_contig_2766	187.3608628	3.688602802	0.84514356	4.364468919	1.27E-05	0.000273157
Phel_contig_2768	438.9918843	3.597618933	0.973072915	3.697173026	0.000218014	0.002856654
Phel_contig_2769	783.352371	1.383279402	0.377661213	3.662752106	0.00024952	0.00318611
Phel_contig_277	412.2197852	1.350638046	0.39804358	3.393191386	0.000690834	0.007129374
Phel_contig_27719	17.3093421	-4.52879659	1.063755445	-4.257366308	2.07E-05	0.000408164
Phel_contig_2772	975.4669309	-1.31766642	0.404749277	-3.25551272	0.001131878	0.01046491
Phel_contig_2774	50.88718418	5.879451388	1.045689911	5.62255725	1.88E-08	9.43E-07
Phel_contig_27744	8.553690605	-2.975784565	1.114273981	-2.670604011	0.007571491	0.044845725
Phel_contig_2775	156.5876765	1.549646811	0.539895187	2.87027343	0.00410117	0.028212027
Phel_contig_2777	545.5348107	1.352897683	0.411645803	3.286557701	0.0010142	0.009615541
Phel_contig_2778	95.74089283	-2.040277266	0.513269273	-3.975062163	7.04E-05	0.001122812
Phel_contig_2779	486.2561607	1.786271993	0.494499322	3.612284009	0.000303512	0.00372401
Phel_contig_27796	67.70018198	-5.254715733	0.95705377	-5.490512549	4.01E-08	1.83E-06
Phel_contig_27834	5.515310722	-3.062167593	1.160879774	-2.637799074	0.008344601	0.048392198
Phel_contig_27839	5.856361255	-4.038578831	1.276865627	-3.162884759	0.001562142	0.013442132
Phel_contig_27849	20.70571608	-3.171359935	0.872343463	-3.635448729	0.000277497	0.003479908
Phel_contig_2785	258.5639826	4.513432076	1.031069991	4.377425505	1.20E-05	0.000260258
Phel_contig_2786	1568.397873	-2.777846865	0.471345769	-5.893437573	3.78E-09	2.23E-07
Phel_contig_2787	173.878122	3.124507443	0.703409316	4.44194777	8.91E-06	0.000200858
Phel_contig_2788	395.8544442	-2.0863046	0.430187869	-4.849752285	1.24E-06	3.71E-05
Phel_contig_2789	38.58709016	3.362434466	0.764019814	4.400978097	1.08E-05	0.000236392
Phel_contig_279	120.4124266	-1.31180139	0.489464676	-2.680073666	0.007360596	0.043872071
Phel_contig_2796	88.72017701	3.812783776	0.779716388	4.889962345	1.01E-06	3.12E-05
Phel_contig_2800	167.1281511	4.292309776	0.856447695	5.011759389	5.39E-07	1.79E-05
Phel_contig_2801	1991.686644	-1.525071806	0.411078272	-3.709930467	0.000207316	0.002733057
Phel_contig_2802	345.6093634	3.773407155	0.569055946	6.630995043	3.33E-11	3.13E-09
Phel_contig_2806	140.5839412	-1.690216354	0.46944001	-3.600494884	0.000317612	0.003859755
Phel_contig_28066	8.353677655	-3.53440319	1.108765681	-3.187691728	0.001434133	0.01257802
Phel_contig_2807	876.3013782	2.736343243	0.589405651	4.642546669	3.44E-06	8.91E-05
Phel_contig_28090	17.04094199	-3.390262352	0.986011683	-3.438359209	0.000585251	0.00628417
Phel_contig_28123	28.54090714	-3.806823881	0.902381726	-4.218640263	2.46E-05	0.000469546
Phel_contig_2813	1192.156725	-1.72240924	0.496731678	-3.467484192	0.000525355	0.005773824
Phel_contig_2814	472.4885261	-1.826691022	0.546921035	-3.339953859	0.000837923	0.008282253
Phel_contig_2816	192.6101104	5.570896703	0.943187974	5.906454343	3.50E-09	2.08E-07
Phel_contig_2818	456.4569237	-1.247722348	0.45348323	-2.75141894	0.00593377	0.037346628
Phel_contig_2819	806.3810636	4.087082238	0.424157383	9.635768244	5.65E-22	2.91E-19
Phel_contig_28193	13.76230951	-4.685528886	1.262210141	-3.712162289	0.000205496	0.002710718
Phel_contig_282	4446.117918	5.65986902	0.731302367	7.739437575	9.99E-15	1.69E-12
Phel_contig_2823	175.5343013	1.459023885	0.496069782	2.941166622	0.003269786	0.023526562
Phel_contig_2826	67.07633889	3.536964147	0.645148778	5.482400752	4.20E-08	1.90E-06
Phel_contig_2829	43.11619497	2.34457064	0.682636894	3.434579438	0.000593474	0.006357558
Phel_contig_283	3212.373971	5.257024294	0.670466563	7.840844851	4.48E-15	7.99E-13
Phel_contig_28305	22.79732376	-3.465955984	0.930650218	-3.724230561	0.000195912	0.002600049
Phel_contig_2832	884.6834082	3.16468068	0.609285137	5.194088101	2.06E-07	7.57E-06
Phel_contig_2834	1845.280223	1.647355832	0.395682308	4.163329519	3.14E-05	0.000579711
Phel_contig_2836	74.49667573	-2.076517256	0.570094933	-3.642406088	0.000270102	0.003402964
Phel_contig_2837	337.8769035	4.913487726	0.927496015	5.297583653	1.17E-07	4.64E-06
Phel_contig_2839	2991.290394	-2.40704037	0.623930882	-3.85786381	0.000114382	0.001683555
Phel_contig_2840	1721.59387	-1.160379024	0.408196202	-2.842699214	0.004473327	0.030073169
Phel_contig_2842	347.1480999	3.957278839	0.550057854	7.194295669	6.28E-13	7.66E-11
Phel_contig_2843	96.07674943	1.894229002	0.644128286	2.940763578	0.003274043	0.023549351
Phel_contig_2849	90.05914701	2.61468138	0.792427088	3.299586067	0.000968275	0.00926141
Phel_contig_285	123.2074501	-1.345970857	0.487377608	-2.761659207	0.005750847	0.036525148
Phel_contig_2855	111.7228707	1.789688592	0.464045501	3.856709283	0.000114924	0.001689222
Phel_contig_2856	120.0448746	2.468040503	0.442508736	5.577382556	2.44E-08	1.19E-06
Phel_contig_2857	520.3126149	1.822360614	0.397589976	4.583517505	4.57E-06	0.000112775
Phel_contig_286	129.4823828	-1.865415849	0.544216239	-3.427710743	0.000608694	0.006472462
Phel_contig_28632	12.08731121	-4.025268661	1.068286447	-3.767967543	0.000164582	0.00228103
Phel_contig_2864	43.44414209	1.82022177	0.563282735	3.231453151	0.001231625	0.011161333
Phel_contig_2866	51.88754133	-1.382016494	0.521304129	-2.651075288	0.008023595	0.046931734
Phel_contig_28662	9.812527322	-3.773190278	1.08004538	-3.493547908	0.000476647	0.005330705
Phel_contig_28668	4.545004984	-3.733172265	1.301941169	-2.867389366	0.004138735	0.028398108
Phel_contig_2869	1596.615025	1.861318819	0.403241971	4.615885629	3.91E-06	9.89E-05
Phel_contig_2870	71.52569951	3.786700821	0.876544393	4.320033133	1.56E-05	0.000320116
Phel_contig_28718	6.191570256	-3.089491038	1.147013614	-2.693508604	0.007070432	0.042624514
Phel_contig_2878	103.5240187	1.688402243	0.483938658	3.488876568	0.000485055	0.00541073
Phel_contig_28841	9.061868368	-3.612407285	1.110126707	-3.254049526	0.001137724	0.010505475
Phel_contig_2885	435.5330805	3.070087784	0.726765728	4.224315573	2.40E-05	0.000458681
Phel_contig_2886	568.4236522	1.583424867	0.422860842	3.74455308	0.000180715	0.002452709
Phel_contig_2890	587.9900508	1.870007155	0.516359785	3.621519744	0.000292877	0.003630639
Phel_contig_28930	14.18808901	-4.187319408	1.081318093	-3.872421477	0.000107759	0.001605191
Phel_contig_2894	1332.771687	2.337133855	0.423605135	5.517246286	3.44E-08	1.62E-06
Phel_contig_29005	8.504699834	-3.426778989	1.16050628	-2.95283106	0.003148742	0.02289195
Phel_contig_29032	12.56248701	-3.213330584	1.129548746	-2.844791421	0.004444051	0.029894962
Phel_contig_29042	17.96318484	-3.475995567	0.960515735	-3.618884564	0.000295876	0.003655222
Phel_contig_291	8747.991035	7.136462416	0.638062394	11.18458396	4.85E-29	5.82E-26
Phel_contig_2910	265.7433465	2.060997652	0.737930224	2.792943811	0.005223076	0.033913109
Phel_contig_29148	6.166793339	-4.082314211	1.278290578	-3.193572948	0.001405238	0.012372854
Phel_contig_29156	7.999245112	-4.397175505	1.252228381	-3.511480469	0.000445618	0.005067617
Phel_contig_29183	9.918512439	-3.489726817	1.178953411	-2.960020968	0.003076181	0.022508312
Phel_contig_2921	62.5219869	3.118972745	0.647598979	4.8162101	1.46E-06	4.30E-05
Phel_contig_29212	10.25976907	-3.682654864	1.124837302	-3.27394447	0.001060575	0.009963406
Phel_contig_2923	1921.324794	3.349970686	0.362652503	9.237412282	2.53E-20	1.03E-17
Phel_contig_2926	477.9029015	3.522007632	0.908555335	3.876492159	0.000105973	0.001581328
Phel_contig_29269	7.045682745	-3.260795927	1.142749464	-2.853465286	0.004324525	0.029365184
Phel_contig_2931	347.8537468	-1.306893393	0.381357579	-3.426950097	0.000610401	0.006484238
Phel_contig_2934	103.4140778	2.318101373	0.824880738	2.810226092	0.004950671	0.032483798
Phel_contig_2935	335.1940071	-2.91573957	0.492130067	-5.924733655	3.13E-09	1.90E-07
Phel_contig_29356	7.400135349	-3.276086262	1.145120535	-2.860909538	0.004224276	0.028884153
Phel_contig_2936	208.2812787	-2.903720399	0.461528848	-6.291525245	3.14E-10	2.47E-08
Phel_contig_29378	24.56932317	-5.806740096	1.149842999	-5.050028658	4.42E-07	1.50E-05
Phel_contig_29387	13.01496267	-4.62068953	1.264832498	-3.653202726	0.00025899	0.003289823
Phel_contig_29397	4.961394836	-3.810033749	1.297523858	-2.936388202	0.003320585	0.023792864
Phel_contig_29401	5.309666344	-3.911677252	1.2886572	-3.035467657	0.00240163	0.018666192
Phel_contig_29405	7.530924051	-4.070891422	1.293481056	-3.147236988	0.001648213	0.0140707
Phel_contig_29408	5.327053456	-3.573016382	1.333979415	-2.678464406	0.007396059	0.044011747
Phel_contig_29409	5.124555643	-3.766721034	1.308653074	-2.87831902	0.003998006	0.027652022
Phel_contig_29418	7.068969406	-3.978500147	1.304217682	-3.050487815	0.0022847	0.01797724
Phel_contig_29428	5.441687102	-3.938632152	1.286833313	-3.060716654	0.002208079	0.017508247
Phel_contig_29449	5.062423624	-3.720483616	1.309466925	-2.841220001	0.00449413	0.030161104
Phel_contig_29489	18.9152296	-5.507708332	1.168383433	-4.713956204	2.43E-06	6.64E-05
Phel_contig_29491	12.30313633	-4.871097245	1.223458177	-3.981417049	6.85E-05	0.001099704
Phel_contig_29505	5.381562939	-3.881140945	1.292906112	-3.00187377	0.002683234	0.02027066
Phel_contig_29509	12.60977483	-4.844028443	1.229080925	-3.941179418	8.11E-05	0.001268601
Phel_contig_29510	4.910367445	-3.662535921	1.31818528	-2.778468229	0.005461585	0.035100677
Phel_contig_29539	13.01294136	-4.894281554	1.226717408	-3.989738405	6.61E-05	0.001067379
Phel_contig_2954	314.0258103	1.167494427	0.389303719	2.998929553	0.002709299	0.020411378
Phel_contig_2955	1989.093656	-1.490029477	0.356441629	-4.180290277	2.91E-05	0.000546534
Phel_contig_29551	4.48166754	-3.645204304	1.313624081	-2.774921955	0.005521496	0.035401471
Phel_contig_2958	4626.816731	-1.969049833	0.747980891	-2.632486814	0.008476231	0.048896003
Phel_contig_29587	9.156685428	-4.535822921	1.243129481	-3.648713179	0.000263557	0.003332171
Phel_contig_296	2565.813176	11.29120099	0.818691676	13.7917623	2.86E-43	7.72E-40
Phel_contig_2961	950.6512854	-1.135668829	0.350352514	-3.241503299	0.001189011	0.010856305
Phel_contig_29613	10.13597522	-4.665574762	1.235468319	-3.776361313	0.000159136	0.002219789
Phel_contig_2966	147.6813932	-1.387073308	0.466450961	-2.973674455	0.002942571	0.021759113
Phel_contig_29670	5.251179836	-3.630278326	1.328185434	-2.733261662	0.006271049	0.038802565
Phel_contig_29720	4.839871047	-3.711845957	1.3084619	-2.836800947	0.004556801	0.030492041
Phel_contig_29756	4.640855325	-3.660742197	1.315195486	-2.783420591	0.005378903	0.03467242
Phel_contig_2977	805.1598929	1.665235132	0.566892261	2.937480798	0.003308907	0.023729023
Phel_contig_2980	357.5782491	2.825446967	0.674411356	4.189500879	2.80E-05	0.000526647
Phel_contig_2981	222.6237639	-1.260812429	0.407285593	-3.095647013	0.00196384	0.016091274
Phel_contig_2982	65.64744597	3.025476265	0.573998204	5.270881061	1.36E-07	5.27E-06
Phel_contig_2984	114.5236119	3.231601962	0.558233568	5.788978211	7.08E-09	3.91E-07
Phel_contig_2987	2635.387213	1.934599321	0.62051974	3.117707939	0.001822633	0.015152611
Phel_contig_2988	826.3887214	2.338992969	0.560877941	4.170235266	3.04E-05	0.000565808
Phel_contig_299	10271.54347	3.880463411	0.612288177	6.337642241	2.33E-10	1.86E-08
Phel_contig_2992	147.8053765	-2.197093777	0.444851704	-4.938935283	7.86E-07	2.50E-05
Phel_contig_2994	6078.451721	-1.845729869	0.461434467	-3.999982663	6.33E-05	0.001028356
Phel_contig_29976	7.408834572	-3.269300049	1.164340844	-2.807854818	0.004987271	0.032654532
Phel_contig_3	3830.11556	2.203589562	0.527357003	4.178553716	2.93E-05	0.000549767
Phel_contig_3007	281.7124391	2.215707779	0.500040053	4.431060605	9.38E-06	0.000209959
Phel_contig_3008	223.0529076	6.732415083	0.823464188	8.175722978	2.94E-16	6.55E-14
Phel_contig_3012	298.0380552	1.979457334	0.669931835	2.954714542	0.003129585	0.022798698
Phel_contig_3016	34.4303321	3.363068279	0.884958258	3.800256394	0.000144546	0.002054747
Phel_contig_3019	613.2684463	3.359642105	0.670924781	5.007479527	5.51E-07	1.82E-05
Phel_contig_302	106.4552291	-1.845616888	0.460192553	-4.010531845	6.06E-05	0.000994679
Phel_contig_3021	60.68132598	2.749753319	0.627784304	4.380092499	1.19E-05	0.000257351
Phel_contig_3029	279.4857201	1.726832773	0.39626932	4.357725126	1.31E-05	0.000279215
Phel_contig_303	54.69385263	6.189815214	0.929515072	6.65918757	2.75E-11	2.63E-09
Phel_contig_3039	45.15073943	3.308713405	0.727699183	4.546814784	5.45E-06	0.00012989
Phel_contig_3044	333.115433	4.583957257	0.579741266	7.906901796	2.64E-15	4.87E-13
Phel_contig_3046	69.19014795	1.641128852	0.576605508	2.846190038	0.004424578	0.029801078
Phel_contig_305	3219.442397	4.262844328	0.592483127	7.194878863	6.25E-13	7.66E-11
Phel_contig_3061	118.6294014	-1.730826981	0.555205325	-3.117453853	0.001824205	0.015159845
Phel_contig_3062	317.4920491	-1.732817523	0.479306759	-3.615257849	0.000300049	0.003692002
Phel_contig_3064	148.486966	-2.079941786	0.460474941	-4.516948914	6.27E-06	0.000147024
Phel_contig_3069	201.3018221	2.110217118	0.587640585	3.590999623	0.000329412	0.003960828
Phel_contig_3070	76.05156496	3.4563079	0.722177715	4.785952029	1.70E-06	4.88E-05
Phel_contig_3071	793.3832913	1.74069217	0.498671005	3.490662486	0.000481825	0.005383031
Phel_contig_3083	20.32004691	-2.072499302	0.739165848	-2.803835308	0.005049869	0.032974471
Phel_contig_3088	72.1208577	2.873453721	0.656605647	4.3762245	1.21E-05	0.000261433
Phel_contig_3089	250.1187638	3.60556138	0.743986058	4.846275465	1.26E-06	3.77E-05
Phel_contig_309	1291.952804	2.418564378	0.461501114	5.24064689	1.60E-07	6.10E-06
Phel_contig_3090	19.22380128	3.088690845	1.060006875	2.913840389	0.003570124	0.025242038
Phel_contig_3091	59.28755691	-1.952919039	0.591770876	-3.300126989	0.000966411	0.009250716
Phel_contig_3095	210.3304	-1.198910553	0.371971071	-3.223128479	0.001267987	0.011396584
Phel_contig_3098	129.6223724	-3.294403394	0.53683154	-6.13675455	8.42E-10	5.93E-08
Phel_contig_3101	1647.66015	1.913866315	0.614788035	3.113050684	0.001851642	0.015358323
Phel_contig_3105	364.2151728	-1.326473941	0.429136637	-3.091029354	0.001994639	0.016281892
Phel_contig_311	8044.357579	4.907978561	0.744197431	6.594995301	4.25E-11	3.91E-09
Phel_contig_3113	161.6065818	3.232195978	0.454700252	7.108410351	1.17E-12	1.38E-10
Phel_contig_3115	177.0023886	1.192095774	0.433596442	2.749320932	0.005971888	0.037531876
Phel_contig_3116	103.0054227	4.134821451	0.820288065	5.040694394	4.64E-07	1.56E-05
Phel_contig_3118	162.1692077	2.317672027	0.739169045	3.135510129	0.001715555	0.014552486
Phel_contig_3119	232.8574321	6.187885928	0.714616091	8.659035258	4.76E-18	1.39E-15
Phel_contig_312	2741.730353	6.098816684	0.836022	7.295043291	2.99E-13	4.08E-11
Phel_contig_3127	190.3647148	3.551990897	0.677404453	5.243530485	1.58E-07	6.02E-06
Phel_contig_3128	400.891784	1.508043733	0.563690342	2.675305254	0.007466124	0.044379789
Phel_contig_313	241.9965713	5.147944024	0.500932783	10.27671615	8.97E-25	6.25E-22
Phel_contig_3134	218.1985814	1.83473473	0.351809464	5.215137502	1.84E-07	6.87E-06
Phel_contig_3139	64.04969362	2.908904863	0.787510962	3.693796029	0.000220931	0.002893125
Phel_contig_3140	836.7164553	4.288579632	0.542340469	7.90754126	2.63E-15	4.87E-13
Phel_contig_3142	216.5658741	-3.405932388	0.438084892	-7.774594484	7.57E-15	1.30E-12
Phel_contig_3146	173.1696215	2.23423338	0.555750672	4.020208147	5.81E-05	0.000962004
Phel_contig_3149	365.2074409	3.378670921	0.922140046	3.663945554	0.00024836	0.003177209
Phel_contig_315	303.391503	3.898402395	0.647692095	6.018913042	1.76E-09	1.12E-07
Phel_contig_3151	1253.713467	3.81701692	0.680715025	5.607363992	2.05E-08	1.02E-06
Phel_contig_3154	57.72650388	1.846087339	0.661765639	2.789639154	0.005276682	0.034166394
Phel_contig_3157	370.055959	4.378668175	0.904361678	4.841722378	1.29E-06	3.84E-05
Phel_contig_3158	72.53357418	-1.797963866	0.517630483	-3.473450512	0.000513812	0.00567004
