	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Phel_contig_14288	6.040318456	4.464429703	1.278869758	3.490918192	0.000481364	0.005380664
Phel_contig_14297	221.7201326	-3.426127988	0.51197578	-6.691972792	2.20E-11	2.13E-09
Phel_contig_14304	70.46841511	2.630915256	0.856045198	3.073336854	0.002116794	0.01698132
Phel_contig_1431	60.59247909	-1.854738306	0.641165812	-2.892759209	0.003818739	0.026616613
Phel_contig_14310	143.8197794	-1.444642485	0.448857731	-3.21848636	0.001288691	0.011549045
Phel_contig_14313	24.04794733	4.354534641	0.815006819	5.342942588	9.14E-08	3.76E-06
Phel_contig_14317	188.0886212	-1.776339056	0.466746704	-3.805788112	0.000141353	0.002016661
Phel_contig_14320	1430.065728	-2.131045847	0.725178115	-2.938651625	0.003296434	0.023658013
Phel_contig_14323	18.87104564	2.171122813	0.701271416	3.095980764	0.001961631	0.016079271
Phel_contig_14340	36.48210307	-1.846632774	0.681597398	-2.709272043	0.006743102	0.041122838
Phel_contig_14350	76.42512822	-1.99754638	0.508630758	-3.927301582	8.59E-05	0.001335542
Phel_contig_14361	117.8125009	-1.730445609	0.470385169	-3.678784375	0.000234348	0.003028447
Phel_contig_14362	23.94562799	2.115079193	0.71536482	2.956644126	0.003110068	0.022694964
Phel_contig_14372	71.27721851	-3.278669052	0.985341964	-3.327442827	0.00087647	0.008576939
Phel_contig_14379	36.3888327	4.57205335	0.846330368	5.402208788	6.58E-08	2.84E-06
Phel_contig_14385	13.58447097	3.966778643	0.962116117	4.122972864	3.74E-05	0.000672882
Phel_contig_1439	4453.442485	5.963057563	0.619331774	9.628211911	6.08E-22	3.05E-19
Phel_contig_14395	37.1975726	5.490469396	0.746106592	7.358827083	1.86E-13	2.59E-11
Phel_contig_1440	137.5770468	4.622080478	0.708506981	6.523690806	6.86E-11	6.15E-09
Phel_contig_14405	85.71250931	-2.01042708	0.653324552	-3.077225665	0.002089371	0.016820056
Phel_contig_1441	491.8287666	2.937832509	0.431285682	6.811801632	9.64E-12	9.96E-10
Phel_contig_14411	41.85520147	-2.386922184	0.692321534	-3.447707557	0.000565366	0.006126309
Phel_contig_14419	148.4674919	-2.407059881	0.469140094	-5.130791235	2.89E-07	1.03E-05
Phel_contig_1442	1043.748912	4.813944752	0.534847913	9.000586212	2.25E-19	8.21E-17
Phel_contig_14430	130.8441906	-1.760438371	0.46720417	-3.768027947	0.000164542	0.00228103
Phel_contig_14433	5.162688783	4.201384761	1.29809375	3.236580379	0.001209712	0.011017989
Phel_contig_14436	70.43652484	-2.217973583	0.51489657	-4.307609938	1.65E-05	0.000337029
Phel_contig_14439	23.1553327	5.186488133	0.892756753	5.809519913	6.27E-09	3.52E-07
Phel_contig_1446	393.600878	1.729268739	0.43493395	3.975934142	7.01E-05	0.00112036
Phel_contig_14465	210.9222037	-2.080805627	0.397198792	-5.238700798	1.62E-07	6.15E-06
Phel_contig_14466	31.69004239	3.131575654	0.675076473	4.638845788	3.50E-06	9.02E-05
Phel_contig_145	22973.54534	-1.286399437	0.344341618	-3.735823288	0.000187102	0.002512563
Phel_contig_1450	1256.972188	-1.551018252	0.381911873	-4.06119412	4.88E-05	0.000835899
Phel_contig_14508	78.42736674	-5.175722192	0.714334719	-7.245513978	4.31E-13	5.64E-11
Phel_contig_14520	69.17817161	2.05993265	0.470978078	4.373733608	1.22E-05	0.000263907
Phel_contig_14540	31.13670828	1.485468935	0.565336117	2.627585414	0.008599325	0.049508557
Phel_contig_14546	246.8280298	-2.07774863	0.50847928	-4.086201176	4.38E-05	0.000765361
Phel_contig_14549	23.15124743	-2.643938725	0.70798926	-3.734433379	0.000188138	0.002518652
Phel_contig_14558	16.66830652	2.193997191	0.833377423	2.632657343	0.008471977	0.048896003
Phel_contig_1456	605.6286076	2.827812733	0.520307684	5.434885588	5.48E-08	2.44E-06
Phel_contig_14564	27.202195	-2.076006639	0.72392152	-2.867723338	0.004134369	0.02838618
Phel_contig_14573	29.50221733	1.745774018	0.598844334	2.915238432	0.003554169	0.025137456
Phel_contig_14582	11.87266807	2.893068059	0.855020547	3.383624018	0.000715359	0.007318542
Phel_contig_14587	21.48133871	-3.511704311	0.870112313	-4.035920717	5.44E-05	0.000908874
Phel_contig_14589	33.28866441	-2.176506842	0.63302522	-3.438262446	0.00058546	0.00628417
Phel_contig_14596	9.637709103	2.42458816	0.883551525	2.744138956	0.006066985	0.037865207
Phel_contig_14597	10.90807654	-2.731768279	0.968002389	-2.822067703	0.00477151	0.031534183
Phel_contig_14598	36.20731949	-3.542860311	1.021860513	-3.467068417	0.000526168	0.005776886
Phel_contig_14602	26.16153846	4.414405121	0.959201954	4.602164439	4.18E-06	0.000104507
Phel_contig_1461	892.9188784	1.377998214	0.440671584	3.127041232	0.001765752	0.014823877
Phel_contig_14612	41.99211749	-2.692680387	0.669369323	-4.022712567	5.75E-05	0.000953288
Phel_contig_14616	25.09760388	-2.339404495	0.876246087	-2.669803073	0.007589574	0.04486674
Phel_contig_14627	22.63256657	1.987875225	0.693471535	2.86655634	0.004149643	0.028451439
Phel_contig_14635	183.7279971	-1.642403299	0.538094428	-3.052258514	0.002271264	0.017904123
Phel_contig_14636	29.97739098	-2.283272385	0.661557693	-3.451357924	0.000557773	0.006065329
Phel_contig_1464	32.49813069	3.507594042	1.124382254	3.119574353	0.001811125	0.015080149
Phel_contig_14647	171.6833181	-2.526999439	0.542658915	-4.656699388	3.21E-06	8.42E-05
Phel_contig_14650	15.39051934	2.555465474	0.870838042	2.934489939	0.003340964	0.023898278
Phel_contig_14651	32.84981701	2.645917512	0.869185652	3.044133904	0.002333513	0.018281438
Phel_contig_14659	9.440774868	2.706770897	0.952939131	2.840444693	0.004505068	0.030192622
Phel_contig_14670	26.58928701	2.239855402	0.849150058	2.637761582	0.008345523	0.048392198
Phel_contig_14686	166.4317782	-1.871264286	0.434390598	-4.307791869	1.65E-05	0.000337029
Phel_contig_1471	1403.694374	1.385355112	0.393204282	3.523245236	0.000426297	0.004891659
Phel_contig_14712	50.80061839	-1.877231026	0.573905674	-3.27097485	0.001071774	0.010038071
Phel_contig_14715	204.8389214	-2.309794152	0.441759076	-5.228628632	1.71E-07	6.46E-06
Phel_contig_1473	2167.619732	1.378411638	0.502610845	2.742502776	0.006097293	0.037988529
Phel_contig_14731	140.8092503	-1.478430257	0.439089489	-3.367036317	0.000759807	0.007657251
Phel_contig_1474	2547.957992	4.519553971	0.397896338	11.35862169	6.72E-30	1.04E-26
Phel_contig_14740	42.46815457	-3.27938285	0.81756732	-4.011147178	6.04E-05	0.000992845
Phel_contig_14757	134.0904871	-1.747614293	0.597129754	-2.926691027	0.00342589	0.024413989
Phel_contig_1476	214.0429986	2.590882521	0.557776932	4.645015545	3.40E-06	8.83E-05
Phel_contig_14779	49.61386064	-1.662812921	0.543220935	-3.061025106	0.002205806	0.017505575
Phel_contig_1478	199.73756	-1.831577825	0.641279754	-2.856129191	0.004288406	0.029184122
Phel_contig_14781	148.1148476	-3.358289593	0.555428418	-6.046304955	1.48E-09	9.67E-08
Phel_contig_14792	52.57117156	-2.035006113	0.668795012	-3.042794993	0.00234392	0.018343017
Phel_contig_14799	6.330901771	5.726132158	1.210831306	4.7290916	2.26E-06	6.25E-05
Phel_contig_148	812.0103308	6.299666466	0.628404342	10.02486145	1.19E-23	7.53E-21
Phel_contig_14801	201.8340369	-2.389329151	0.445519246	-5.363021182	8.18E-08	3.38E-06
Phel_contig_14808	77.64561908	1.89660212	0.548964259	3.454873591	0.000550551	0.006004923
Phel_contig_1481	2655.355107	1.449032588	0.334055712	4.33769738	1.44E-05	0.000300875
Phel_contig_14811	13.14033102	3.344823874	0.856761637	3.904030865	9.46E-05	0.001440523
Phel_contig_14814	63.02696231	-1.500937635	0.508444279	-2.952019913	0.003157026	0.022943426
Phel_contig_14819	25.10889764	-1.777863525	0.637641094	-2.788188434	0.00530037	0.034258182
Phel_contig_14840	15.19658176	-5.25297428	1.183786235	-4.437434838	9.10E-06	0.000204474
Phel_contig_1485	419.0729336	4.296170123	0.65401168	6.568950153	5.07E-11	4.62E-09
Phel_contig_14850	170.2135345	-2.080898003	0.507958588	-4.096589867	4.19E-05	0.000737136
Phel_contig_14856	197.2946345	-2.56767454	0.78186979	-3.284018097	0.001023384	0.009674052
Phel_contig_14864	5.915029052	4.386700633	1.332894594	3.291108429	0.000997934	0.009498841
Phel_contig_1487	96.8666241	1.933146681	0.672298486	2.875429175	0.004034787	0.027844022
Phel_contig_14888	38.58582281	6.33647377	0.768480638	8.245456626	1.65E-16	3.91E-14
Phel_contig_14912	358.3010321	-1.345307401	0.424130541	-3.171918245	0.001514356	0.013114508
Phel_contig_14917	167.828041	-2.477213638	0.516574428	-4.795463163	1.62E-06	4.68E-05
Phel_contig_14922	26.2656859	2.616951535	0.720188613	3.633703017	0.000279382	0.003499488
Phel_contig_1493	41.26344024	-2.765159609	0.636547343	-4.34399678	1.40E-05	0.000293467
Phel_contig_14936	50.15414693	2.602231346	0.687464059	3.785261661	0.000153547	0.002151549
Phel_contig_14944	22.3473488	-1.974073152	0.697552571	-2.829999106	0.004654813	0.030965688
Phel_contig_14945	21.85256178	-2.172576976	0.792186785	-2.742505955	0.006097234	0.037988529
Phel_contig_14949	52.68477501	-1.898333139	0.541400883	-3.506335508	0.000454322	0.005126644
Phel_contig_14954	15.76021806	1.931829236	0.68031808	2.839597085	0.004517055	0.030263566
Phel_contig_14973	47.57288439	-2.704417006	0.818337649	-3.304769139	0.000950547	0.009145587
Phel_contig_14975	50.56787654	-2.036095523	0.67517622	-3.015650528	0.002564286	0.019605992
Phel_contig_1498	403.6608409	1.958912458	0.700999529	2.794456169	0.005198709	0.03380334
Phel_contig_1499	1927.326455	-1.587912666	0.417571274	-3.802734439	0.000143108	0.002036975
Phel_contig_14991	5.371093319	-3.818246605	1.300740001	-2.935441827	0.003330731	0.023845956
Phel_contig_15	18425.49211	-2.271955534	0.423034497	-5.370615283	7.85E-08	3.28E-06
Phel_contig_150	941.9964432	2.586759741	0.876499508	2.95123924	0.003165017	0.02297934
Phel_contig_1500	198.573415	-1.651415471	0.414924812	-3.980035472	6.89E-05	0.001103655
Phel_contig_1501	71.80932831	-2.231309268	0.513072517	-4.348915977	1.37E-05	0.000288212
Phel_contig_15014	7.202210284	3.477374622	1.213132555	2.866442423	0.004151137	0.028451439
Phel_contig_15017	317.421232	-2.272526346	0.696195714	-3.264206169	0.001097713	0.010232215
Phel_contig_15018	8.829813042	2.670188638	0.924886206	2.887045587	0.003888779	0.02698293
Phel_contig_15021	7.018050962	4.388472528	1.336878609	3.282626036	0.00102845	0.009699572
Phel_contig_15028	30.25057584	-2.301468393	0.629942198	-3.653459636	0.00025873	0.003288464
Phel_contig_15036	57.9803785	2.168759187	0.63547666	3.412806989	0.000642975	0.00674733
Phel_contig_1504	71.55238099	2.182791032	0.766466679	2.847861612	0.004401406	0.029691282
Phel_contig_15041	13.03562125	2.901830004	0.857983355	3.382151864	0.000719204	0.007343967
Phel_contig_15042	91.53299464	-1.219675723	0.447618464	-2.72481102	0.00643383	0.039628212
Phel_contig_15051	10.7920417	3.092589943	0.888183091	3.481928417	0.000497817	0.005513238
Phel_contig_1506	3527.104652	6.314028088	0.856673473	7.370402246	1.70E-13	2.39E-11
Phel_contig_1507	538.6073186	2.667545629	0.625081586	4.267515937	1.98E-05	0.000393992
Phel_contig_1508	1487.295798	4.169718827	0.717461028	5.811770485	6.18E-09	3.48E-07
Phel_contig_15084	163.4824225	-2.20098281	0.506853528	-4.342443506	1.41E-05	0.000295017
Phel_contig_15094	13.93059908	-2.248655655	0.856101292	-2.626623364	0.008623673	0.049589842
Phel_contig_15096	67.18884593	-2.440176378	0.597264145	-4.085589933	4.40E-05	0.00076609
Phel_contig_15097	157.0445303	-1.476205702	0.470725902	-3.136019698	0.001712577	0.014534034
Phel_contig_15101	143.0472913	-1.605777308	0.488853353	-3.284783257	0.001020609	0.009659347
Phel_contig_15106	24.78570321	-2.833536401	0.905450515	-3.129421602	0.001751508	0.014754321
Phel_contig_15111	8.641344786	3.339320475	1.116815147	2.990038668	0.002789421	0.020855027
Phel_contig_15117	27.19235785	-1.967517052	0.706528029	-2.784768572	0.005356594	0.034559548
Phel_contig_1512	1762.922352	2.406655963	0.498941809	4.823520335	1.41E-06	4.16E-05
Phel_contig_15144	31.7288727	-2.519133734	0.827163747	-3.04550791	0.002322877	0.01821793
Phel_contig_1515	280.5750671	1.339984206	0.480532746	2.7885388	0.00529464	0.034242275
Phel_contig_15160	6.446221576	5.100167798	1.168957332	4.363005952	1.28E-05	0.000274175
Phel_contig_15169	33.34383172	3.028769328	0.663619638	4.564014016	5.02E-06	0.000121442
Phel_contig_1517	37.21083378	5.150685665	1.027177763	5.014405343	5.32E-07	1.77E-05
Phel_contig_15172	36.18287097	2.709339212	0.88128083	3.074319922	0.002109831	0.01693429
Phel_contig_15173	13.78457692	4.155533514	1.041625333	3.989470475	6.62E-05	0.001067463
Phel_contig_15179	28.31553045	5.234492384	0.800911611	6.535667994	6.33E-11	5.70E-09
Phel_contig_15185	52.37069513	-2.410034281	0.62145496	-3.878051408	0.000105296	0.001572316
Phel_contig_15186	78.3018632	3.230987881	0.534950945	6.039783487	1.54E-09	9.95E-08
Phel_contig_1519	891.1597002	4.439349382	0.862633297	5.146276403	2.66E-07	9.55E-06
Phel_contig_15202	28.96979488	4.985503421	0.808591199	6.165666195	7.02E-10	5.04E-08
Phel_contig_1521	1829.069747	1.358564146	0.361230594	3.760933236	0.000169281	0.002330634
Phel_contig_1522	185.7632618	1.782598821	0.657198059	2.71242253	0.006679339	0.040814616
Phel_contig_15221	9.995319069	2.860465362	0.941392491	3.038547035	0.00237722	0.018536482
Phel_contig_15228	60.18509539	-2.021858423	0.494874133	-4.085601344	4.40E-05	0.00076609
Phel_contig_15229	82.04186854	-1.257542811	0.461304361	-2.726058795	0.006409558	0.039512502
Phel_contig_15233	66.39460482	-3.51015898	0.609084363	-5.763009514	8.26E-09	4.50E-07
Phel_contig_1524	198.7149759	2.742928111	0.637876864	4.300090293	1.71E-05	0.00034729
Phel_contig_15246	26.21502796	3.134827914	0.717526695	4.368935586	1.25E-05	0.000268429
Phel_contig_15248	42.63323032	2.33820751	0.689150175	3.392885316	0.000691606	0.007129546
Phel_contig_1525	14.04122617	4.928349223	1.126974277	4.37308049	1.23E-05	0.000264268
Phel_contig_15258	7.915282288	3.755103862	1.140230109	3.293286006	0.000990237	0.009438045
Phel_contig_1529	4747.86155	3.169212121	0.479207828	6.613439797	3.75E-11	3.48E-09
Phel_contig_15295	58.86520941	-2.234897892	0.642693331	-3.477393934	0.000506313	0.005593002
Phel_contig_15296	9.449445531	-3.62408042	1.125018072	-3.221353069	0.001275869	0.011443625
Phel_contig_15297	44.6206062	-2.580972451	0.813538726	-3.172525622	0.001511192	0.013092354
Phel_contig_15305	274.5207624	-1.808264908	0.424429575	-4.260459246	2.04E-05	0.000404402
Phel_contig_15306	74.62708635	-1.453701405	0.537589596	-2.704110003	0.006848761	0.041614506
Phel_contig_15315	88.25070791	-1.703561343	0.523015517	-3.257190826	0.001125208	0.010430877
Phel_contig_15322	79.10529403	-3.837372686	0.706466094	-5.43178607	5.58E-08	2.47E-06
Phel_contig_15329	8.657949931	2.565401059	0.926164964	2.769918058	0.00560704	0.035822385
Phel_contig_15332	43.69272176	4.858204509	0.956968249	5.076662171	3.84E-07	1.33E-05
Phel_contig_1534	450.7162729	-1.650535197	0.495197512	-3.333084591	0.000858888	0.008429914
Phel_contig_1535	144.412532	1.284787397	0.486075838	2.643183011	0.008213063	0.047819901
Phel_contig_15360	188.3942912	-1.946383317	0.39777718	-4.893149774	9.92E-07	3.08E-05
Phel_contig_15377	60.83714089	-1.634162808	0.597508832	-2.734960087	0.006238784	0.038678634
Phel_contig_1539	225.1515423	-1.586976504	0.514709082	-3.083249469	0.002047534	0.016600778
Phel_contig_15410	29.43231899	-3.628043496	0.96417194	-3.762859448	0.000167982	0.00231922
Phel_contig_1542	2300.110648	3.421060897	0.884229091	3.868975732	0.000109294	0.001626381
Phel_contig_15429	16.47872182	-1.948253465	0.734735537	-2.651639084	0.008010211	0.04687883
Phel_contig_15435	17.04366373	4.204049555	1.056223434	3.980265367	6.88E-05	0.001103406
Phel_contig_1544	4494.856435	1.984889962	0.460827381	4.30723096	1.65E-05	0.000337287
Phel_contig_15442	26.81653228	2.543658154	0.825224618	3.082382782	0.002053506	0.016624242
Phel_contig_15443	11.41897225	3.04375572	1.108501446	2.745829274	0.006035816	0.037768863
Phel_contig_15446	20.81996364	-2.529268133	0.92012788	-2.748822406	0.005980978	0.037578074
Phel_contig_15457	85.03352655	-1.364094554	0.517890145	-2.633945767	0.008439897	0.048772626
Phel_contig_1546	49.93905288	1.791258682	0.536078753	3.341409579	0.000833542	0.008257833
Phel_contig_15464	42.15265641	-1.709033981	0.539481281	-3.167920821	0.001535333	0.013253674
Phel_contig_15467	194.8853168	-1.332905622	0.443419619	-3.005968987	0.00264736	0.020084799
Phel_contig_15485	16.75985896	-2.855059631	1.030798791	-2.769754541	0.005609855	0.035829778
Phel_contig_15496	9.327469224	4.124369718	1.018916008	4.047801474	5.17E-05	0.000872737
Phel_contig_15504	6.616015592	-4.094686564	1.28360433	-3.189991237	0.001422771	0.012500753
Phel_contig_15524	18.20859187	2.468117239	0.837144932	2.948255606	0.003195727	0.023124607
Phel_contig_1554	761.7310978	-1.533059409	0.462949434	-3.311505098	0.000927955	0.008975083
Phel_contig_15562	36.55505324	-2.142696541	0.723524715	-2.961469727	0.003061746	0.022433077
Phel_contig_15566	20.47810598	4.589278755	0.787736518	5.825905811	5.68E-09	3.23E-07
Phel_contig_15569	5.984986834	3.155537475	1.191295942	2.64882752	0.008077154	0.047168398
Phel_contig_15571	12.6506118	3.391941886	0.89596522	3.785796379	0.000153217	0.002151112
Phel_contig_15580	31.16335746	3.892181638	0.783151107	4.969898663	6.70E-07	2.17E-05
Phel_contig_15593	28.95893741	-2.530823176	0.686782872	-3.685041196	0.000228666	0.002976608
Phel_contig_15600	20.22657816	2.109733861	0.753212757	2.800979991	0.005094768	0.033197421
Phel_contig_15606	35.18834304	-2.108632261	0.705878508	-2.987245309	0.002815037	0.02100294
Phel_contig_15610	8.11907673	4.880043835	1.30372912	3.743142468	0.000181733	0.00246343
Phel_contig_15613	59.47289677	-1.816665495	0.568551209	-3.195253948	0.001397079	0.012331158
Phel_contig_1562	874.6159568	-1.88178194	0.57120301	-3.294418806	0.000986254	0.009412543
Phel_contig_1563	452.2381196	3.629801974	0.669848254	5.41884218	6.00E-08	2.62E-06
Phel_contig_15635	26.57451645	-2.532513731	0.884992514	-2.861621643	0.004214797	0.028837595
Phel_contig_15637	43.14457993	-1.614243786	0.537571124	-3.002846905	0.002674669	0.020228065
Phel_contig_15642	227.1253332	-2.179183984	0.459220346	-4.745399462	2.08E-06	5.85E-05
Phel_contig_15658	34.21337607	3.560104921	0.897190755	3.968057964	7.25E-05	0.00115122
Phel_contig_15659	16.1591257	3.802231352	0.988061577	3.848172464	0.000119002	0.001737353
Phel_contig_15671	81.5955922	-1.841201879	0.618537606	-2.976701596	0.002913675	0.021586284
Phel_contig_15690	20.49955701	2.071993821	0.660934065	3.134947843	0.001718847	0.014552486
Phel_contig_15701	99.99927927	-2.032283908	0.596116304	-3.409207051	0.00065152	0.006813841
Phel_contig_15707	21.09188688	-2.336070867	0.820267903	-2.84793646	0.004400371	0.029691282
Phel_contig_1572	53.9219314	3.03629395	1.079689898	2.812190757	0.004920531	0.032322376
Phel_contig_15748	179.4443968	-1.375283426	0.409772548	-3.356211712	0.000790181	0.007918427
Phel_contig_1577	2300.420758	2.139539774	0.502140095	4.26084233	2.04E-05	0.000404086
Phel_contig_15774	25.78075793	-3.008281769	0.86214067	-3.489316622	0.000484257	0.00540462
Phel_contig_15798	81.47001158	-1.801711254	0.503777477	-3.576402949	0.000348355	0.004153917
Phel_contig_158	68.88115478	1.907248971	0.535268733	3.563161558	0.000366415	0.004319219
Phel_contig_15800	17.0582287	2.549301321	0.927453676	2.748710136	0.005983027	0.037580019
Phel_contig_15816	38.04799903	-1.517381628	0.552191877	-2.747924573	0.00599738	0.0376155
Phel_contig_15820	37.62855715	-3.353324447	0.671399795	-4.994527065	5.90E-07	1.93E-05
Phel_contig_15824	28.91360665	-1.971676958	0.715274409	-2.756532225	0.005841786	0.036929041
Phel_contig_15841	9.629509056	4.448375884	1.208596405	3.680613202	0.000232674	0.003013068
Phel_contig_15845	22.29109962	-2.592168156	0.743379806	-3.487003728	0.000488465	0.005437534
Phel_contig_15847	11.25692161	-4.816022602	1.22354629	-3.93611802	8.28E-05	0.0012919
Phel_contig_1585	88.8261721	2.077442161	0.578722866	3.589701194	0.000331057	0.003976183
Phel_contig_15852	23.28121938	3.18110898	0.883235027	3.601656279	0.000316196	0.003849409
Phel_contig_15859	13.43336124	4.871272845	1.058503192	4.602038882	4.18E-06	0.000104507
Phel_contig_1586	677.8487282	3.513810269	0.647238638	5.428925381	5.67E-08	2.51E-06
Phel_contig_15864	177.862184	-1.535046349	0.397093396	-3.865706063	0.000110768	0.001641543
Phel_contig_15867	27.56848223	-4.188130094	0.868195493	-4.823948207	1.41E-06	4.16E-05
Phel_contig_15879	101.5693715	-1.499087086	0.543577548	-2.757816418	0.005818887	0.036870582
Phel_contig_15901	10.99538693	2.897045897	1.032441652	2.80601416	0.005015849	0.03280908
Phel_contig_15919	22.45902508	3.184269114	1.016205005	3.13349088	0.001727403	0.014596791
Phel_contig_15927	15.62418137	4.13305968	0.868697704	4.757765173	1.96E-06	5.54E-05
Phel_contig_15976	103.7099028	-1.500597844	0.464907315	-3.227735499	0.001247743	0.011252079
Phel_contig_16002	13.62611901	-3.546704572	1.013424462	-3.499722678	0.000465742	0.005238572
Phel_contig_16008	5.600902235	-3.972374154	1.282697613	-3.096890578	0.00195562	0.016036088
Phel_contig_16019	83.58104588	-1.469051446	0.544936279	-2.695822433	0.007021509	0.042425541
Phel_contig_1604	134.6014198	1.506551888	0.479964208	3.138883819	0.001695927	0.014415377
Phel_contig_16043	53.28429849	-1.800902202	0.575714817	-3.128115083	0.001759313	0.014779732
Phel_contig_1605	885.8282151	1.707181477	0.521755369	3.271995993	0.001067911	0.010014909
Phel_contig_16052	58.3914939	-1.422981783	0.537003528	-2.649855559	0.008052619	0.047050551
Phel_contig_16068	6.87044939	4.534654815	1.325817583	3.420270536	0.000625589	0.006622782
Phel_contig_16070	29.47384195	2.894147195	0.769549265	3.760834199	0.000169348	0.002330634
Phel_contig_16088	16.92473159	2.846511836	0.966228566	2.946002566	0.003219097	0.023262554
Phel_contig_161	1392.525924	3.987423506	0.720167907	5.536796997	3.08E-08	1.46E-06
Phel_contig_1611	267.4393898	2.920304554	0.544382307	5.364436933	8.12E-08	3.37E-06
Phel_contig_16113	10.11032064	5.857891172	1.10284802	5.311603292	1.09E-07	4.36E-06
Phel_contig_16115	22.12475507	-3.203862972	0.868569158	-3.688667671	0.000225431	0.002941363
Phel_contig_1612	409.8102618	3.880716192	0.812008647	4.779156239	1.76E-06	5.01E-05
Phel_contig_16120	346.5475399	-2.703102541	0.483030443	-5.596132874	2.19E-08	1.07E-06
Phel_contig_16130	14.05079419	2.825942123	0.902888899	3.129889101	0.001748723	0.014753032
Phel_contig_1614	1509.183949	-1.882220845	0.465577343	-4.042767272	5.28E-05	0.000888225
Phel_contig_16149	23.69426422	-3.160785441	0.760166367	-4.158018005	3.21E-05	0.00058882
Phel_contig_16151	16.99309732	5.508074664	1.094919876	5.030573271	4.89E-07	1.64E-05
Phel_contig_16153	78.74668863	-1.913855063	0.646119607	-2.962075506	0.003055728	0.022396582
Phel_contig_16154	19.67140114	-3.008587358	0.786742586	-3.824106402	0.000131247	0.001888071
Phel_contig_1616	263.1878584	1.852545515	0.52598747	3.522033548	0.00042825	0.004906255
Phel_contig_16169	7.582554814	3.559007309	1.242352344	2.864732639	0.004173615	0.02857392
Phel_contig_16179	32.81635808	7.745299551	1.099113644	7.046859614	1.83E-12	2.09E-10
Phel_contig_16192	30.3975345	-1.810852549	0.62444285	-2.899949209	0.003732231	0.026157094
Phel_contig_16193	10.08104795	3.739877611	1.078633057	3.46723808	0.000525836	0.005776175
Phel_contig_162	8037.955814	4.730987836	0.442584836	10.68944857	1.14E-26	1.03E-23
Phel_contig_1620	8219.807763	-1.693799341	0.391194444	-4.329814408	1.49E-05	0.000309158
Phel_contig_16207	24.27270994	3.900775948	0.834259172	4.675736364	2.93E-06	7.81E-05
Phel_contig_1621	4338.217374	1.224022655	0.429782658	2.848003828	0.00439944	0.029691282
Phel_contig_16218	48.89220227	-2.122341486	0.592728119	-3.580632368	0.000342764	0.004094027
Phel_contig_16226	31.81867239	-5.846380306	1.178221574	-4.962038072	6.98E-07	2.25E-05
Phel_contig_16229	11.21260728	2.302795887	0.855626572	2.691356209	0.007116217	0.042778033
Phel_contig_1624	61.4311577	-1.934039545	0.585702191	-3.302086922	0.000959683	0.00919959
Phel_contig_16243	14.77408969	4.383680816	1.246734743	3.516129505	0.000437887	0.004995476
Phel_contig_16249	54.36087377	-1.878172991	0.580650236	-3.234602996	0.00121812	0.011072745
Phel_contig_16255	22.8697428	-2.199116783	0.651508613	-3.375422427	0.000737025	0.007483347
Phel_contig_16258	80.63667694	1.385328705	0.473481322	2.925836015	0.00343532	0.024450062
Phel_contig_16261	105.3024025	-1.362337535	0.422720732	-3.222783817	0.001269513	0.011405561
Phel_contig_16276	6.052250317	3.366442536	1.094094338	3.076921631	0.002091503	0.01683095
Phel_contig_16288	6.676585952	3.495456875	1.055066834	3.313019385	0.000922946	0.008938633
Phel_contig_16290	10.92755075	3.526704789	1.172192725	3.008639033	0.002624207	0.019944158
Phel_contig_163	46.87928284	2.245317604	0.608687769	3.688783839	0.000225329	0.002941363
Phel_contig_16327	15.97847223	3.162211904	0.989176009	3.196814191	0.001389544	0.012286058
Phel_contig_1633	2331.92528	-1.249585915	0.444025227	-2.814222795	0.004889533	0.032190169
Phel_contig_16342	22.85732928	-3.137424122	0.772946749	-4.059043042	4.93E-05	0.000840306
Phel_contig_16349	43.83307247	-2.092259171	0.617135391	-3.390275785	0.000698223	0.007190903
Phel_contig_16351	43.48737464	-1.550765241	0.566934965	-2.735349443	0.006231409	0.038645822
Phel_contig_16355	81.30148239	-2.070727025	0.53292884	-3.885560076	0.000102094	0.001530847
Phel_contig_1636	2363.82966	3.061468315	0.391476679	7.820308276	5.27E-15	9.26E-13
Phel_contig_1638	1834.408108	4.659593655	0.946239866	4.924326084	8.47E-07	2.67E-05
Phel_contig_1639	592.0451408	1.89545965	0.565619994	3.351118545	0.000804858	0.008033028
Phel_contig_16393	20.92149199	4.456310009	0.8792052	5.068566484	4.01E-07	1.38E-05
Phel_contig_164	1293.041407	5.138836171	0.824655672	6.231493147	4.62E-10	3.52E-08
Phel_contig_1640	573.0973381	5.555551204	0.748689231	7.420370126	1.17E-13	1.71E-11
Phel_contig_16414	458.1493519	-2.547814028	0.571738488	-4.456257677	8.34E-06	0.000189494
Phel_contig_16422	14.43232435	3.044151359	0.856924432	3.55241518	0.000381712	0.004463015
Phel_contig_16447	38.85007104	-1.753625053	0.565743186	-3.099683915	0.001937273	0.015930026
Phel_contig_16455	315.1058481	-1.700953501	0.426955281	-3.983914892	6.78E-05	0.001089822
Phel_contig_16460	14.66803713	3.961647083	0.816798139	4.85021561	1.23E-06	3.71E-05
Phel_contig_1647	311.5216321	2.265189157	0.811307852	2.792021736	0.005237984	0.033946345
Phel_contig_1648	28.08246925	2.633311916	0.934951399	2.816522782	0.00485466	0.032028897
Phel_contig_16483	36.54502016	-2.56558869	0.61986973	-4.138915913	3.49E-05	0.000633063
